Provincia,Localidad,Cantidad,Latitud,Longitud,direccion_completa
La Pampa,EDUARDO CASTEX,4,-35.9160231,-64.2956566,"La Pampa, EDUARDO CASTEX"
Corrientes,BELLA VISTA,3,-28.5073653,-59.0452284,"Corrientes, BELLA VISTA"
Provincia de Buenos Aires,BARRIO PARQUE LELOIR,3,-34.6208235,-58.6883467,"Provincia de Buenos Aires, BARRIO PARQUE LELOIR"
Provincia de Buenos Aires,LISANDRO OLMOS,3,-34.9952551,-58.0460710,"Provincia de Buenos Aires, LISANDRO OLMOS"
Entre Ríos,DIAMANTE,3,-32.0670391,-60.6426494,"Entre Ríos, DIAMANTE"
Provincia de Buenos Aires,BASE AERONAVAL PUNTA,3,-35.3516694,-57.2880532,"Provincia de Buenos Aires, BASE AERONAVAL PUNTA"
Provincia de Buenos Aires,BARRIO EL CAZADOR,3,-34.3132343,-58.7648323,"Provincia de Buenos Aires, BARRIO EL CAZADOR"
Provincia de Buenos Aires,SIERRA DE LOS PADRES,3,-37.9413044,-57.7755609,"Provincia de Buenos Aires, SIERRA DE LOS PADRES"
Santa Cruz,EL CALAFATE,3,-50.3388712,-72.2720843,"Santa Cruz, EL CALAFATE"
Santa Fe,Armstrong,3,-32.7862754,-61.6035897,"Santa Fe, Armstrong"
Santa Cruz,EL CHALTEN,3,-49.3319564,-72.8860438,"Santa Cruz, EL CHALTEN"
San Juan,POCITO,3,-31.7380122,-68.5853093,"San Juan, POCITO"
Córdoba,LA CUMBRE,3,-30.9825899,-64.4938784,"Córdoba, LA CUMBRE"
Entre Ríos,Concordia,3,-31.3401914,-58.0263642,"Entre Ríos, Concordia"
Provincia de Buenos Aires,Villa Martelli,3,-34.5503634,-58.5105760,"Provincia de Buenos Aires, Villa Martelli"
Provincia de Buenos Aires,BOULOGNE SUR MER,3,-34.4990238,-58.5751106,"Provincia de Buenos Aires, BOULOGNE SUR MER"
Provincia de Buenos Aires,LAS MALVINAS,3,-34.6161215,-58.9219594,"Provincia de Buenos Aires, LAS MALVINAS"
Corrientes,CURUZU CUATIA,3,-29.7913375,-58.0498307,"Corrientes, CURUZU CUATIA"
Provincia de Buenos Aires,SUIPACHA,3,-34.7733304,-59.6903810,"Provincia de Buenos Aires, SUIPACHA"
Corrientes,Corrientes,3,-27.4687004,-58.8311982,"Corrientes, Corrientes"
Provincia de Buenos Aires,CAMPO DE MAYO,3,-34.5437873,-58.6857531,"Provincia de Buenos Aires, CAMPO DE MAYO"
Córdoba,HERNANDO,3,-32.4279251,-63.7343423,"Córdoba, HERNANDO"
Provincia de Buenos Aires,LABARDEN,3,-36.9474963,-58.1035834,"Provincia de Buenos Aires, LABARDEN"
Córdoba,TANTI,3,-31.3547972,-64.5924790,"Córdoba, TANTI"
Entre Ríos,GENERAL RAMIREZ,3,-32.1772159,-60.2017371,"Entre Ríos, GENERAL RAMIREZ"
Entre Ríos,Federacion,3,-30.9856574,-57.9194395,"Entre Ríos, Federacion"
Córdoba,SANTA CATALINA,3,-33.2053017,-64.4379170,"Córdoba, SANTA CATALINA"
Chaco,LAS BREÑAS,3,-27.0863246,-61.0859456,"Chaco, LAS BREÑAS"
Provincia de Buenos Aires,MARIANO ACOSTA,3,-34.7236216,-58.7922836,"Provincia de Buenos Aires, MARIANO ACOSTA"
Río Negro,CHOELE CHOEL,3,-39.2932355,-65.6615828,"Río Negro, CHOELE CHOEL"
Río Negro,CATRIEL,3,-37.8792422,-67.7919078,"Río Negro, CATRIEL"
Córdoba,MONTE MAIZ,3,-33.2042607,-62.6006255,"Córdoba, MONTE MAIZ"
Provincia de Buenos Aires,MAR DEL TUYU,3,-36.5813187,-56.6874786,"Provincia de Buenos Aires, MAR DEL TUYU"
La Rioja,La Rioja,3,42.2814642,-2.4828050,"La Rioja, La Rioja"
Río Negro,ALLEN,3,-39.0458766,-67.8025558,"Río Negro, ALLEN"
Neuquén,JUNIN DE LOS ANDES,3,-39.9508663,-71.0708883,"Neuquén, JUNIN DE LOS ANDES"
Provincia de Buenos Aires,MAR AZUL,3,-37.3412650,-57.0383800,"Provincia de Buenos Aires, MAR AZUL"
Córdoba,MALAGUEÑO,3,-31.4623876,-64.3543270,"Córdoba, MALAGUEÑO"
Córdoba,LEONES,3,-32.6595751,-62.2970240,"Córdoba, LEONES"
La Pampa,Santa Rosa,3,-36.6203503,-64.2905765,"La Pampa, Santa Rosa"
Córdoba,LUQUE,3,37.5586671,-4.2786296,"Córdoba, LUQUE"
Entre Ríos,Victoria,3,-32.8749610,-60.3387305,"Entre Ríos, Victoria"
Provincia de Buenos Aires,9 de Julio,3,-35.4439161,-60.8845839,"Provincia de Buenos Aires, 9 de Julio"
Tucumán,MONTEROS,3,-27.1653249,-65.4972201,"Tucumán, MONTEROS"
San Juan,chimbas,3,-31.4846789,-68.5093785,"San Juan, chimbas"
Provincia de Buenos Aires,ALBERTI,3,-35.0317876,-60.2804069,"Provincia de Buenos Aires, ALBERTI"
Provincia de Buenos Aires,ALMIRANTE BROWN,3,-34.5796344,-60.9677445,"Provincia de Buenos Aires, ALMIRANTE BROWN"
Entre Ríos,GOBERNADOR MANSILLA,3,-32.5454690,-59.3564459,"Entre Ríos, GOBERNADOR MANSILLA"
Provincia de Buenos Aires,LA REJA,3,-34.6460954,-58.8300289,"Provincia de Buenos Aires, LA REJA"
Provincia de Buenos Aires,VILLA MADERO,3,-34.6884434,-58.4999411,"Provincia de Buenos Aires, VILLA MADERO"
Provincia de Buenos Aires,CARLOS SPEGAZZINI,3,-34.9104245,-58.5931172,"Provincia de Buenos Aires, CARLOS SPEGAZZINI"
Santa Fe,MONTE VERA,3,-31.5168247,-60.6758789,"Santa Fe, MONTE VERA"
San Luis,Villa Mercedes,3,-33.6866361,-65.4954266,"San Luis, Villa Mercedes"
Santa Fe,RICARDONE,3,-32.7706675,-60.7841945,"Santa Fe, RICARDONE"
Córdoba,VILLA LOS AROMOS,3,-31.7354132,-64.4390034,"Córdoba, VILLA LOS AROMOS"
Provincia de Buenos Aires,TAPIALES,3,-34.6989737,-58.5077841,"Provincia de Buenos Aires, TAPIALES"
Jujuy,PALPALA,3,-24.2554935,-65.2093985,"Jujuy, PALPALA"
Córdoba,BOUWER,3,-31.5574268,-64.1958367,"Córdoba, BOUWER"
Santa Fe,SAN CARLOS CENTRO,3,-31.7265884,-61.0907770,"Santa Fe, SAN CARLOS CENTRO"
Provincia de Buenos Aires,VALERIA DEL MAR,3,-37.1448156,-56.8796542,"Provincia de Buenos Aires, VALERIA DEL MAR"
Provincia de Buenos Aires,GARDEY,3,-37.2797839,-59.3629116,"Provincia de Buenos Aires, GARDEY"
Formosa,PIRANE,3,-25.7281876,-59.1064419,"Formosa, PIRANE"
Provincia de Buenos Aires,GENERAL JUAN MADARIAGA,3,-36.9952343,-57.1369265,"Provincia de Buenos Aires, GENERAL JUAN MADARIAGA"
Provincia de Buenos Aires,Ituzaingo,3,-34.6583293,-58.6671441,"Provincia de Buenos Aires, Ituzaingo"
Provincia de Buenos Aires,GENERAL VIAMONTE,3,-34.6721231,-58.4276882,"Provincia de Buenos Aires, GENERAL VIAMONTE"
Provincia de Buenos Aires,SAENZ PEÑA,3,-34.6031704,-58.5278853,"Provincia de Buenos Aires, SAENZ PEÑA"
Provincia de Buenos Aires,TRUJUI,3,-34.5985965,-58.7516079,"Provincia de Buenos Aires, TRUJUI"
San Luis,LA TOMA,3,-33.0534553,-65.6214721,"San Luis, LA TOMA"
Provincia de Buenos Aires,GOWLAND,3,-34.6518152,-59.3529544,"Provincia de Buenos Aires, GOWLAND"
Córdoba,ANISACATE,3,-31.7315848,-64.3981329,"Córdoba, ANISACATE"
Córdoba,VILLA PARQUE SANTA ANA,3,-31.5924939,-64.3471050,"Córdoba, VILLA PARQUE SANTA ANA"
Provincia de Buenos Aires,SAAVEDRA,3,-37.7637651,-62.3536074,"Provincia de Buenos Aires, SAAVEDRA"
Santa Fe,SAN JUSTO,3,-30.7890881,-60.5933274,"Santa Fe, SAN JUSTO"
Provincia de Buenos Aires,INGENIERO ADOLFO SOURDEAUX,3,-34.5008046,-58.6601462,"Provincia de Buenos Aires, INGENIERO ADOLFO SOURDEAUX"
San Luis,LA PUNTA,3,-33.1836028,-66.3126953,"San Luis, LA PUNTA"
Santa Fe,SANTA TERESA,3,-33.4366946,-60.7904524,"Santa Fe, SANTA TERESA"
Jujuy,PERICO,3,-24.3761853,-65.1181555,"Jujuy, PERICO"
Provincia de Buenos Aires,REMEDIO DE ESCALADA,3,-34.5687980,-58.6205592,"Provincia de Buenos Aires, REMEDIO DE ESCALADA"
Santa Cruz,LOS ANTIGUOS,3,-46.5499316,-71.6254552,"Santa Cruz, LOS ANTIGUOS"
Provincia de Buenos Aires,San Nicolas de los Arroyos,3,-33.3277089,-60.2165909,"Provincia de Buenos Aires, San Nicolas de los Arroyos"
Entre Ríos,COLONIA AVELLANEDA,3,-31.7636914,-60.4121170,"Entre Ríos, COLONIA AVELLANEDA"
Provincia de Buenos Aires,CARMEN DE PATAGONES,3,-40.7914604,-62.9794467,"Provincia de Buenos Aires, CARMEN DE PATAGONES"
Provincia de Buenos Aires,CASTELLI,3,-36.0914272,-57.8073360,"Provincia de Buenos Aires, CASTELLI"
Provincia de Buenos Aires,CENTRO AGRICOLA EL PATO,3,-34.8825210,-58.1759354,"Provincia de Buenos Aires, CENTRO AGRICOLA EL PATO"
Córdoba,DIQUE CHICO,3,-31.7436078,-64.3661620,"Córdoba, DIQUE CHICO"
Provincia de Buenos Aires,CIUDAD JARDIN LOMAS DEL PALOMAR,3,-34.5982890,-58.5919327,"Provincia de Buenos Aires, CIUDAD JARDIN LOMAS DEL PALOMAR"
San Juan,villa krause,3,-31.5818952,-68.5422067,"San Juan, villa krause"
Provincia de Buenos Aires,LA LUCILA,3,-34.4981589,-58.4870085,"Provincia de Buenos Aires, LA LUCILA"
Provincia de Buenos Aires,PRESIDENTE DERQUI,3,-34.4832622,-58.8445447,"Provincia de Buenos Aires, PRESIDENTE DERQUI"
Provincia de Buenos Aires,CORONEL DORREGO,3,-38.7187129,-61.2885050,"Provincia de Buenos Aires, CORONEL DORREGO"
Provincia de Buenos Aires,LA LONJA,3,-34.4549738,-58.8421679,"Provincia de Buenos Aires, LA LONJA"
Jujuy,SAN SALVADOR  DE JUJUY,3,-24.1852569,-65.2994789,"Jujuy, SAN SALVADOR  DE JUJUY"
Provincia de Buenos Aires,CRISTIANO MUERTO,3,-38.6481602,-59.6045283,"Provincia de Buenos Aires, CRISTIANO MUERTO"
Provincia de Buenos Aires,San Pedro,3,-33.6760716,-59.6629342,"Provincia de Buenos Aires, San Pedro"
Provincia de Buenos Aires,VILLA GOBERNADOR UDAONDO,3,-34.6979521,-58.3990781,"Provincia de Buenos Aires, VILLA GOBERNADOR UDAONDO"
Provincia de Buenos Aires,VILLA GENERAL SUCRE,3,-34.5473591,-58.5700290,"Provincia de Buenos Aires, VILLA GENERAL SUCRE"
Provincia de Buenos Aires,City Bell,3,-34.8657439,-58.0420871,"Provincia de Buenos Aires, City Bell"
Santa Fe,PUEBLO ESTHER,3,-33.0788574,-60.5640762,"Santa Fe, PUEBLO ESTHER"
Provincia de Buenos Aires,SAN CARLOS DE BOLIVAR,3,-36.2363640,-61.1069265,"Provincia de Buenos Aires, SAN CARLOS DE BOLIVAR"
Jujuy,SAN SALVADOR DE JUJU,3,,,"Jujuy, SAN SALVADOR DE JUJU"
Santa Fe,PUERTO GENERAL SAN MARTIN,3,-32.7116197,-60.7341243,"Santa Fe, PUERTO GENERAL SAN MARTIN"
Provincia de Buenos Aires,VILLA CELINA,3,-34.7013584,-58.4864784,"Provincia de Buenos Aires, VILLA CELINA"
Río Negro,Dina Huapi,3,-41.0761031,-71.1720318,"Río Negro, Dina Huapi"
San Juan,rawson,3,-31.6891689,-68.4639902,"San Juan, rawson"
Mendoza,RAMA CAIDA,3,-34.7004754,-68.3689359,"Mendoza, RAMA CAIDA"
Salta,CAPITAL,3,-24.7892946,-65.4103194,"Salta, CAPITAL"
Tucumán,CONCEPCION,3,-27.3459249,-65.5927221,"Tucumán, CONCEPCION"
Córdoba,VALLE HERMOSO,3,-31.1169195,-64.4830387,"Córdoba, VALLE HERMOSO"
Mendoza,TRES ESQUINA,3,,,"Mendoza, TRES ESQUINA"
Córdoba,SACANTA,3,-31.6656965,-63.0459937,"Córdoba, SACANTA"
Río Negro,RIO COLORADO,3,-38.9908428,-64.0957548,"Río Negro, RIO COLORADO"
Entre Ríos,ORO VERDE,3,-31.8236822,-60.5158993,"Entre Ríos, ORO VERDE"
Río Negro,SAN ANTONIO OESTE,3,-40.7302125,-64.9389955,"Río Negro, SAN ANTONIO OESTE"
Chaco,Las Breñas,3,-27.0863246,-61.0859456,"Chaco, Las Breñas"
Córdoba,SALSACATE,3,-31.3178114,-65.0895741,"Córdoba, SALSACATE"
Córdoba,PILAR,3,-31.6814428,-63.8823844,"Córdoba, PILAR"
Chaco,QUITILIPI,3,-26.8707710,-60.2150144,"Chaco, QUITILIPI"
Provincia de Buenos Aires,Moreno,3,-34.6396556,-58.7898326,"Provincia de Buenos Aires, Moreno"
Río Negro,SIERRA GRANDE,3,-41.6053510,-65.3568775,"Río Negro, SIERRA GRANDE"
Mendoza,CAPILLA DEL ROSARIO,3,-32.9084305,-68.7634278,"Mendoza, CAPILLA DEL ROSARIO"
Provincia de Buenos Aires,SAN NICOLAS DE LOS ARROLLOS,3,,,"Provincia de Buenos Aires, SAN NICOLAS DE LOS ARROLLOS"
Salta,EL BORDO,3,-24.6606733,-65.1055563,"Salta, EL BORDO"
Mendoza,VILLA SAN CARLOS,3,-33.7721016,-69.0404213,"Mendoza, VILLA SAN CARLOS"
Provincia de Buenos Aires,PEDERNALES,3,-35.2667367,-59.6313119,"Provincia de Buenos Aires, PEDERNALES"
Mendoza,VILLA NUEVA,3,-32.9000508,-68.7876245,"Mendoza, VILLA NUEVA"
Santa Fe,CORONDA,3,-31.9744568,-60.9159830,"Santa Fe, CORONDA"
Mendoza,SAN FRANCISCO DEL MONTE,3,-32.9325599,-68.8226095,"Mendoza, SAN FRANCISCO DEL MONTE"
Córdoba,UNQUILLO,3,-31.2339887,-64.3164639,"Córdoba, UNQUILLO"
Provincia de Buenos Aires,PABLO NOGUES,3,-34.4793139,-58.6989198,"Provincia de Buenos Aires, PABLO NOGUES"
Córdoba,VALLE DE ANISACATE,3,-31.7348360,-64.4198683,"Córdoba, VALLE DE ANISACATE"
San Luis,NASCHEL,3,-32.9166520,-65.3721781,"San Luis, NASCHEL"
Provincia de Buenos Aires,SALLIQUELO,3,-36.7515777,-62.9590104,"Provincia de Buenos Aires, SALLIQUELO"
Mendoza,PANQUEHUA,3,-32.8368669,-68.8340006,"Mendoza, PANQUEHUA"
Misiones,JARDIN AMERICA,3,-27.0430577,-55.2271966,"Misiones, JARDIN AMERICA"
Mendoza,RODEO DE LA CRUZ,3,-32.9217024,-68.7427127,"Mendoza, RODEO DE LA CRUZ"
Santa Fe,CORREA,3,-32.8459900,-61.2517054,"Santa Fe, CORREA"
Provincia de Buenos Aires,OPEN DOOR,3,-34.4910826,-59.0754031,"Provincia de Buenos Aires, OPEN DOOR"
San Luis,Merlo,3,-32.3425580,-65.0136903,"San Luis, Merlo"
Catamarca,SAN FDO DEL VALLE DE,2,,,"Catamarca, SAN FDO DEL VALLE DE"
Provincia de Buenos Aires,DOMSELAAR,2,-35.0705954,-58.2908813,"Provincia de Buenos Aires, DOMSELAAR"
Provincia de Buenos Aires,DARREGUEIRA,2,-37.6893860,-63.1609042,"Provincia de Buenos Aires, DARREGUEIRA"
Provincia de Buenos Aires,CASBAS,2,-36.7575346,-62.5048118,"Provincia de Buenos Aires, CASBAS"
Salta,SAN LORENZO,2,-24.7302907,-65.4878597,"Salta, SAN LORENZO"
Santa Cruz,El Calafate,2,-50.3387375,-72.2737216,"Santa Cruz, El Calafate"
Provincia de Buenos Aires,DE LA GARMA,2,-37.9665631,-60.4168567,"Provincia de Buenos Aires, DE LA GARMA"
Provincia de Buenos Aires,VILLA GENERAL JOSE TOMAS GUIDO,2,-34.5530896,-58.5644392,"Provincia de Buenos Aires, VILLA GENERAL JOSE TOMAS GUIDO"
Córdoba,CRUZ ALTA,2,-33.0070417,-61.8128647,"Córdoba, CRUZ ALTA"
Córdoba,CORDOBA CAPITAL,2,-31.4166867,-64.1834193,"Córdoba, CORDOBA CAPITAL"
Córdoba,GENERAL DEHEZA,2,-32.7564358,-63.7889621,"Córdoba, GENERAL DEHEZA"
Entre Ríos,BOVRIL,2,-31.3414622,-59.4453353,"Entre Ríos, BOVRIL"
Provincia de Buenos Aires,San Blas,2,-38.7347961,-62.2926520,"Provincia de Buenos Aires, San Blas"
Córdoba,EMBALSE,2,-32.2067571,-64.4006283,"Córdoba, EMBALSE"
Salta,EMBARCACION,2,-23.2101359,-64.0973737,"Salta, EMBARCACION"
Córdoba,CORODBA,2,,,"Córdoba, CORODBA"
Mendoza,LAS CAÑAS,2,-32.9072729,-68.8135935,"Mendoza, LAS CAÑAS"
Entre Ríos,SAN BENITO,2,-31.7815004,-60.4375463,"Entre Ríos, SAN BENITO"
Córdoba,VILLA GIARDINO,2,-31.0503796,-64.4969372,"Córdoba, VILLA GIARDINO"
Chaco,SAN BERNARDO,2,-27.2867286,-60.7128954,"Chaco, SAN BERNARDO"
Mendoza,MALARGÜE,2,-35.4752134,-69.5859340,"Mendoza, MALARGÜE"
Córdoba,DESPEÑADEROS,2,-31.8146267,-64.2916969,"Córdoba, DESPEÑADEROS"
Córdoba,EL BRETE,2,-30.6731322,-64.8718432,"Córdoba, EL BRETE"
Provincia de Buenos Aires,VILLA INSUPERABLE,2,-34.6752337,-58.5136725,"Provincia de Buenos Aires, VILLA INSUPERABLE"
Mendoza,BUENA NUEVA,2,-32.8934634,-68.7664874,"Mendoza, BUENA NUEVA"
Provincia de Buenos Aires,SAN NICOLAS DE LOS A,2,-33.3469691,-60.2063767,"Provincia de Buenos Aires, SAN NICOLAS DE LOS A"
Entre Ríos,CEIBAS,2,-33.4991229,-58.7977765,"Entre Ríos, CEIBAS"
Provincia de Buenos Aires,COMANDANTE NICANOR OTAMENDI,2,-38.1105540,-57.8412084,"Provincia de Buenos Aires, COMANDANTE NICANOR OTAMENDI"
Salta,METAN,2,-25.4971644,-64.9709701,"Salta, METAN"
San Luis,CORTADERAS,2,-32.5052479,-64.9921102,"San Luis, CORTADERAS"
Córdoba,Rio Ceballos,2,-31.1709088,-64.3160951,"Córdoba, Rio Ceballos"
San Juan,santa lucia,2,-31.5379349,-68.4620112,"San Juan, santa lucia"
Santa Fe,SUNCHALES,2,-30.9450891,-61.5608072,"Santa Fe, SUNCHALES"
Mendoza,LAS TORTUGAS,2,-32.9487213,-68.8331312,"Mendoza, LAS TORTUGAS"
Santa Fe,PUERTO GRAL SAN MARTIN,2,,,"Santa Fe, PUERTO GRAL SAN MARTIN"
Santa Fe,PUEBLO ANDINO,2,-32.6696870,-60.8753866,"Santa Fe, PUEBLO ANDINO"
Provincia de Buenos Aires,VILLA GRAL SAVIO,2,,,"Provincia de Buenos Aires, VILLA GRAL SAVIO"
Mendoza,LAS PAREDES,2,-34.5821021,-68.4576853,"Mendoza, LAS PAREDES"
Mendoza,CAMPO DE LOS ANDES,2,-33.7001030,-69.1765654,"Mendoza, CAMPO DE LOS ANDES"
Córdoba,CRUZ DEL EJE,2,-30.7218737,-64.8086332,"Córdoba, CRUZ DEL EJE"
Provincia de Buenos Aires,Carmen de Patagones,2,-40.7914604,-62.9794467,"Provincia de Buenos Aires, Carmen de Patagones"
Salta,ROSARIO DE LERMA,2,-24.5387300,-65.8991091,"Salta, ROSARIO DE LERMA"
Provincia de Buenos Aires,Santa Clara del Mar,2,-37.8359315,-57.5063504,"Provincia de Buenos Aires, Santa Clara del Mar"
Provincia de Buenos Aires,Chascomus,2,-35.5786869,-58.0138252,"Provincia de Buenos Aires, Chascomus"
Santa Cruz,JARAMILLO,2,-47.1840118,-67.1448160,"Santa Cruz, JARAMILLO"
La Rioja,VINCHINA,2,-29.4106457,-66.8273997,"La Rioja, VINCHINA"
Salta,Salta,2,-24.7892946,-65.4103194,"Salta, Salta"
Entre Ríos,SANTA ANITA,2,-32.1744651,-58.7861233,"Entre Ríos, SANTA ANITA"
Córdoba,Villa del Rosario,2,-31.5540883,-63.5352431,"Córdoba, Villa del Rosario"
Provincia de Buenos Aires,Necochea,2,-38.5545494,-58.7392624,"Provincia de Buenos Aires, Necochea"
Santa Fe,SAN JERONIMO NORTE,2,-31.5525222,-61.0777138,"Santa Fe, SAN JERONIMO NORTE"
Santa Fe,SAUCE VIEJO,2,-31.7710276,-60.8372302,"Santa Fe, SAUCE VIEJO"
Santa Fe,CARCARAÑA,2,-32.8563501,-61.1487290,"Santa Fe, CARCARAÑA"
Chaco,PUERTO TIROL,2,-27.3750604,-59.0875090,"Chaco, PUERTO TIROL"
Córdoba,Villa Maria,2,-32.4106245,-63.2435809,"Córdoba, Villa Maria"
Santa Fe,SAN JOSE DE LA ESQUI,2,,,"Santa Fe, SAN JOSE DE LA ESQUI"
Provincia de Buenos Aires,TIERRAS ALTAS,2,-34.4798773,-58.7383908,"Provincia de Buenos Aires, TIERRAS ALTAS"
San Luis,HUALTARAN,2,-33.2879836,-66.2997549,"San Luis, HUALTARAN"
Provincia de Buenos Aires,Tandil,2,-37.3282887,-59.1356957,"Provincia de Buenos Aires, Tandil"
Tierra del Fuego A. e I.A.S.,Ushuaia,2,-54.8255271,-68.3282413,"Tierra del Fuego A. e I.A.S., Ushuaia"
Provincia de Buenos Aires,GOBERNADOR COSTA,2,-34.8139629,-58.3088381,"Provincia de Buenos Aires, GOBERNADOR COSTA"
Provincia de Buenos Aires,SALVADOR MARIA,2,-35.3015550,-59.1684386,"Provincia de Buenos Aires, SALVADOR MARIA"
Córdoba,ARGUELLO,2,-31.3434184,-64.2594390,"Córdoba, ARGUELLO"
San Juan,IGLESIA,2,-29.5882643,-69.4801625,"San Juan, IGLESIA"
Provincia de Buenos Aires,RICARDO ROJAS,2,-34.4536341,-58.6835583,"Provincia de Buenos Aires, RICARDO ROJAS"
Mendoza,CORONEL DORREGO,2,-32.8324094,-68.8289555,"Mendoza, CORONEL DORREGO"
Provincia de Buenos Aires,RINGUELET,2,-34.8814172,-57.9960821,"Provincia de Buenos Aires, RINGUELET"
Provincia de Buenos Aires,PABLO PODESTA,2,-34.5883510,-58.6079923,"Provincia de Buenos Aires, PABLO PODESTA"
Provincia de Buenos Aires,Ringuelet,2,-34.8814172,-57.9960821,"Provincia de Buenos Aires, Ringuelet"
Córdoba,VILLA SAN ISIDRO,2,-31.8230183,-64.3878820,"Córdoba, VILLA SAN ISIDRO"
Provincia de Buenos Aires,General Rodriguez,2,-34.6082302,-58.9522206,"Provincia de Buenos Aires, General Rodriguez"
Corrientes,SALADAS,2,-28.2547059,-58.6233333,"Corrientes, SALADAS"
Córdoba,VILLA RUMIPAL,2,-32.1896083,-64.4793223,"Córdoba, VILLA RUMIPAL"
Santa Fe,ALVAREZ,2,-32.9903650,-60.6641587,"Santa Fe, ALVAREZ"
Provincia de Buenos Aires,TORNQUIST,2,-38.1013726,-62.2228603,"Provincia de Buenos Aires, TORNQUIST"
Corrientes,PASO DE LA PATRIA,2,-27.3173037,-58.5725890,"Corrientes, PASO DE LA PATRIA"
Provincia de Buenos Aires,GENERAL JUAN MADARIA,2,,,"Provincia de Buenos Aires, GENERAL JUAN MADARIA"
Córdoba,SALDAN,2,-31.3158816,-64.3121295,"Córdoba, SALDAN"
Provincia de Buenos Aires,GENERAL BELGRANO,2,-35.7656619,-58.4971944,"Provincia de Buenos Aires, GENERAL BELGRANO"
Salta,TARTAGAL,2,-22.5194493,-63.7986328,"Salta, TARTAGAL"
Provincia de Buenos Aires,JUAN MARIA GUTIERREZ,2,-34.8339639,-58.1856131,"Provincia de Buenos Aires, JUAN MARIA GUTIERREZ"
Provincia de Buenos Aires,TAPALQUE,2,-36.3563106,-60.0251321,"Provincia de Buenos Aires, TAPALQUE"
Provincia de Buenos Aires,JUAN COUSTE,2,-38.8944222,-63.1411039,"Provincia de Buenos Aires, JUAN COUSTE"
Santa Cruz,Los Antiguos,2,-46.5503208,-71.6267963,"Santa Cruz, Los Antiguos"
Corrientes,Mercedes,2,-29.1835645,-58.0799951,"Corrientes, Mercedes"
Provincia de Buenos Aires,NAVARRO,2,-35.0058641,-59.2779545,"Provincia de Buenos Aires, NAVARRO"
Provincia de Buenos Aires,VILLA BERNARDO MONTEAGUDO,2,-34.5902821,-58.5392874,"Provincia de Buenos Aires, VILLA BERNARDO MONTEAGUDO"
Provincia de Buenos Aires,EXALTACION DE LA CRUZ,2,-35.1936635,-59.1014066,"Provincia de Buenos Aires, EXALTACION DE LA CRUZ"
Mendoza,General Alvear,2,-34.9776218,-67.6963461,"Mendoza, General Alvear"
Córdoba,CARLOS PAZ,2,-31.4183774,-64.4936985,"Córdoba, CARLOS PAZ"
Córdoba,CAPITAL,2,-24.8010020,-65.4091933,"Córdoba, CAPITAL"
Provincia de Buenos Aires,VILLA ASTOLFI,2,-34.4786641,-58.8769703,"Provincia de Buenos Aires, VILLA ASTOLFI"
Córdoba,CANALS,2,-33.5622180,-62.8850595,"Córdoba, CANALS"
Provincia de Buenos Aires,SALTO,2,-34.2917828,-60.2544888,"Provincia de Buenos Aires, SALTO"
Santa Fe,Rafaela,2,-31.2526923,-61.4916758,"Santa Fe, Rafaela"
Provincia de Buenos Aires,FIORITO,2,-34.7060254,-58.4385267,"Provincia de Buenos Aires, FIORITO"
Salta,salta,2,-24.7892946,-65.4103194,"Salta, salta"
Entre Ríos,SAN JUSTO,2,-32.4457963,-58.4352331,"Entre Ríos, SAN JUSTO"
Jujuy,La Quiaca,2,-22.1044609,-65.5966941,"Jujuy, La Quiaca"
Córdoba,BELLE VILLE,2,,,"Córdoba, BELLE VILLE"
Provincia de Buenos Aires,PUAN,2,-37.5481203,-62.7683905,"Provincia de Buenos Aires, PUAN"
Provincia de Buenos Aires,Florida,2,-34.5322058,-58.4937312,"Provincia de Buenos Aires, Florida"
San Juan,CAPITAL,2,-31.5370909,-68.5251802,"San Juan, CAPITAL"
Provincia de Buenos Aires,NORDELTA,2,-34.4143804,-58.6494578,"Provincia de Buenos Aires, NORDELTA"
Santa Fe,SAN CRISTOBAL,2,-30.3111070,-61.2418955,"Santa Fe, SAN CRISTOBAL"
Provincia de Buenos Aires,GENERAL ALVEAR,2,-36.0218215,-60.0144513,"Provincia de Buenos Aires, GENERAL ALVEAR"
Chaco,COLONIA BENITEZ,2,-27.3320206,-58.9468666,"Chaco, COLONIA BENITEZ"
Córdoba,VILLA GENERAL BRLGRANO,2,,,"Córdoba, VILLA GENERAL BRLGRANO"
Chaco,FONTANA,2,-27.4172158,-59.0342223,"Chaco, FONTANA"
Entre Ríos,VIALE,2,-31.8720895,-60.0129648,"Entre Ríos, VIALE"
Provincia de Buenos Aires,ituzaingo,2,-34.6583293,-58.6671441,"Provincia de Buenos Aires, ituzaingo"
Córdoba,Las Higueras,2,-33.0897797,-64.2854491,"Córdoba, Las Higueras"
Neuquén,Villa La Angostura,2,-40.7620649,-71.6473205,"Neuquén, Villa La Angostura"
Santa Fe,BELLA ITALIA,2,-31.2824366,-61.4118800,"Santa Fe, BELLA ITALIA"
Provincia de Buenos Aires,9 DE ABRIL,2,-34.7553639,-58.4853799,"Provincia de Buenos Aires, 9 DE ABRIL"
Santa Fe,CERES,2,-29.8819399,-61.9451954,"Santa Fe, CERES"
Provincia de Buenos Aires,ABASTO,2,-34.9854972,-58.0874741,"Provincia de Buenos Aires, ABASTO"
Córdoba,OLIVA,2,-32.0424889,-63.5670199,"Córdoba, OLIVA"
